enabled,name,type,location_hint,direct_url,direct_url_2,direct_url_3,direct_url_4,direct_url_5,direct_url_6,direct_url_7,direct_url_8,direct_url_9,direct_url_10,linkedin_jobs_url,hellowork_jobs_url,indeed_jobs_url,welcome_jobs_url,extra_keywords,url_status,url_note,checked_on
yes,CHUV,labo,France OR Suisse OR Switzerland,https://recrutement.chuv.ch/home.html,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=CHUV+engineer+biomedical+medical+imaging&location=France+Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=CHUV+ing%C3%A9nieur+biomedical+imagerie+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=CHUV+ing%C3%A9nieur+biomedical+imagerie+m%C3%A9dicale&l=France+Suisse,https://www.welcometothejungle.com/fr/jobs?query=CHUV+ing%C3%A9nieur+biom%C3%A9dical+imagerie+m%C3%A9dicale+R%26D+software+medical+device&aroundQuery=France,PhD OR ingénieur R&D OR medical imaging OR biomedical OR Python OR MATLAB,verified_official,CHUV recruitment portal.,2026-05-29
yes,Therapixel,entreprise,France,https://www.therapixel.com/careers/,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=Therapixel+IA+imagerie+m%C3%A9dicale%2C+software+engineer%2C+QA%2C+cloud+sant%C3%A9%2C+PyTorch%2C+computer+vision&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=Therapixel+IA+imagerie+m%C3%A9dicale%2C+software+engineer%2C+QA%2C+cloud+sant%C3%A9%2C+PyTorch%2C+computer+vision&l=France,https://fr.indeed.com/jobs?q=Therapixel+IA+imagerie+m%C3%A9dicale%2C+software+engineer%2C+QA%2C+cloud+sant%C3%A9%2C+PyTorch%2C+computer+vision&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=Therapixel+IA+imagerie+m%C3%A9dicale%2C+software+engineer%2C+QA%2C+cloud+sant%C3%A9%2C+PyTorch%2C+computer+vision&aroundQuery=France,"IA imagerie médicale, software engineer, QA, cloud santé, PyTorch, computer vision",verified_or_user_provided,Ajout explicite demandé / liste innovation médicale.,2026-05-29
yes,Gleamer,entreprise,France,https://www.gleamer.ai/jobs,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=Gleamer+IA+radiologie%2C+imagerie+m%C3%A9dicale%2C+computer+vision%2C+r%C3%A9glementation&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=Gleamer+IA+radiologie%2C+imagerie+m%C3%A9dicale%2C+computer+vision%2C+r%C3%A9glementation&l=France,https://fr.indeed.com/jobs?q=Gleamer+IA+radiologie%2C+imagerie+m%C3%A9dicale%2C+computer+vision%2C+r%C3%A9glementation&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=Gleamer+IA+radiologie%2C+imagerie+m%C3%A9dicale%2C+computer+vision%2C+r%C3%A9glementation&aroundQuery=France,"IA radiologie, imagerie médicale, computer vision, réglementation, source entreprises.csv, Dispositifs médicaux, ville SAINT-MANDE, ingénieur R&D, dispositif médical, innovation médicale",verified_or_user_provided,Ajout explicite demandé / liste innovation médicale. + aussi présent dans entreprises.csv + aussi présent dans entreprises.csv,2026-05-29
yes,AZmed,entreprise,France,https://www.azmed.co/career,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=AZmed+IA+radiologie%2C+deep+learning%2C+imagerie+m%C3%A9dicale&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=AZmed+IA+radiologie%2C+deep+learning%2C+imagerie+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=AZmed+IA+radiologie%2C+deep+learning%2C+imagerie+m%C3%A9dicale&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=AZmed+IA+radiologie%2C+deep+learning%2C+imagerie+m%C3%A9dicale&aroundQuery=France,"IA radiologie, deep learning, imagerie médicale",verified_or_user_provided,Ajout explicite demandé / liste innovation médicale.,2026-05-29
yes,Incepto Medical,entreprise,France OR Suisse,https://incepto-medical.com/,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=Incepto+Medical+IA+imagerie+m%C3%A9dicale%2C+plateforme+clinique%2C+deployment+engineer&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=Incepto+Medical+IA+imagerie+m%C3%A9dicale%2C+plateforme+clinique%2C+deployment+engineer&l=France,https://fr.indeed.com/jobs?q=Incepto+Medical+IA+imagerie+m%C3%A9dicale%2C+plateforme+clinique%2C+deployment+engineer&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=Incepto+Medical+IA+imagerie+m%C3%A9dicale%2C+plateforme+clinique%2C+deployment+engineer&aroundQuery=France,"IA imagerie médicale, plateforme clinique, deployment engineer, source entreprises.csv, Dispositifs médicaux, ville PARIS, ingénieur R&D, dispositif médical, innovation médicale",verified_or_user_provided,Ajout explicite demandé / liste innovation médicale. + aussi présent dans entreprises.csv,2026-05-29
yes,Robeauté,entreprise,France,https://apply.workable.com/robeaute/,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=Robeaut%C3%A9+robotique+m%C3%A9dicale%2C+neurochirurgie%2C+software+test+engineer%2C+surgical+robotics&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=Robeaut%C3%A9+robotique+m%C3%A9dicale%2C+neurochirurgie%2C+software+test+engineer%2C+surgical+robotics&l=France,https://fr.indeed.com/jobs?q=Robeaut%C3%A9+robotique+m%C3%A9dicale%2C+neurochirurgie%2C+software+test+engineer%2C+surgical+robotics&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=Robeaut%C3%A9+robotique+m%C3%A9dicale%2C+neurochirurgie%2C+software+test+engineer%2C+surgical+robotics&aroundQuery=France,"robotique médicale, neurochirurgie, software test engineer, surgical robotics",verified_or_user_provided,Ajout explicite demandé / liste innovation médicale.,2026-05-29
yes,Quantum Surgical,entreprise,France,https://www.quantumsurgical.com/careers,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=Quantum+Surgical+robotique+m%C3%A9dicale%2C+cancer%2C+R%26D+engineer%2C+software+engineer%2C+V%26V&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=Quantum+Surgical+robotique+m%C3%A9dicale%2C+cancer%2C+R%26D+engineer%2C+software+engineer%2C+V%26V&l=France,https://fr.indeed.com/jobs?q=Quantum+Surgical+robotique+m%C3%A9dicale%2C+cancer%2C+R%26D+engineer%2C+software+engineer%2C+V%26V&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=Quantum+Surgical+robotique+m%C3%A9dicale%2C+cancer%2C+R%26D+engineer%2C+software+engineer%2C+V%26V&aroundQuery=France,"robotique médicale, cancer, R&D engineer, software engineer, V&V",verified_or_user_provided,Ajout explicite demandé / liste innovation médicale.,2026-05-29
yes,Robocath,entreprise,France,https://www.robocath.com/careers/,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=Robocath+robotique+vasculaire%2C+dispositif+m%C3%A9dical%2C+validation%2C+R%26D&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=Robocath+robotique+vasculaire%2C+dispositif+m%C3%A9dical%2C+validation%2C+R%26D&l=France,https://fr.indeed.com/jobs?q=Robocath+robotique+vasculaire%2C+dispositif+m%C3%A9dical%2C+validation%2C+R%26D&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=Robocath+robotique+vasculaire%2C+dispositif+m%C3%A9dical%2C+validation%2C+R%26D&aroundQuery=France,"robotique vasculaire, dispositif médical, validation, R&D",verified_or_user_provided,Ajout explicite demandé / liste innovation médicale.,2026-05-29
yes,Sonio,entreprise,France,https://www.welcometothejungle.com/fr/companies/sonio/jobs,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=Sonio+IA+%C3%A9chographie+pr%C3%A9natale%2C+data+scientist%2C+health+AI&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=Sonio+IA+%C3%A9chographie+pr%C3%A9natale%2C+data+scientist%2C+health+AI&l=France,https://fr.indeed.com/jobs?q=Sonio+IA+%C3%A9chographie+pr%C3%A9natale%2C+data+scientist%2C+health+AI&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=Sonio+IA+%C3%A9chographie+pr%C3%A9natale%2C+data+scientist%2C+health+AI&aroundQuery=France,"IA échographie prénatale, data scientist, health AI, source entreprises.csv, Dispositifs médicaux, ville PARIS 14, ingénieur R&D, dispositif médical, innovation médicale",verified_or_user_provided,Ajout explicite demandé / liste innovation médicale. + aussi présent dans entreprises.csv,2026-05-29
yes,Median Technologies,entreprise,France,https://mediantechnologies.com/careers/,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=Median+Technologies+imagerie+oncologie%2C+SaMD%2C+IA%2C+image+processing&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=Median+Technologies+imagerie+oncologie%2C+SaMD%2C+IA%2C+image+processing&l=France,https://fr.indeed.com/jobs?q=Median+Technologies+imagerie+oncologie%2C+SaMD%2C+IA%2C+image+processing&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=Median+Technologies+imagerie+oncologie%2C+SaMD%2C+IA%2C+image+processing&aroundQuery=France,"imagerie oncologie, SaMD, IA, image processing",verified_or_user_provided,Ajout explicite demandé / liste innovation médicale.,2026-05-29
yes,Owkin,entreprise,France,https://www.owkin.com/careers,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=Owkin+IA+biom%C3%A9dicale%2C+machine+learning%2C+data+science%2C+software+engineer&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=Owkin+IA+biom%C3%A9dicale%2C+machine+learning%2C+data+science%2C+software+engineer&l=France,https://fr.indeed.com/jobs?q=Owkin+IA+biom%C3%A9dicale%2C+machine+learning%2C+data+science%2C+software+engineer&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=Owkin+IA+biom%C3%A9dicale%2C+machine+learning%2C+data+science%2C+software+engineer&aroundQuery=France,"IA biomédicale, machine learning, data science, software engineer",verified_or_user_provided,Ajout explicite demandé / liste innovation médicale.,2026-05-29
yes,Moon Surgical,entreprise,France,https://www.linkedin.com/company/moonsurgical/jobs/,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=Moon+Surgical+robotique+chirurgicale%2C+computer+vision%2C+syst%C3%A8me%2C+software&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=Moon+Surgical+robotique+chirurgicale%2C+computer+vision%2C+syst%C3%A8me%2C+software&l=France,https://fr.indeed.com/jobs?q=Moon+Surgical+robotique+chirurgicale%2C+computer+vision%2C+syst%C3%A8me%2C+software&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=Moon+Surgical+robotique+chirurgicale%2C+computer+vision%2C+syst%C3%A8me%2C+software&aroundQuery=France,"robotique chirurgicale, computer vision, système, software",verified_or_user_provided,Ajout explicite demandé / liste innovation médicale.,2026-05-29
yes,Pixyl,entreprise,France,https://www.linkedin.com/company/pixyl/jobs/,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=Pixyl+IA+neuroimagerie%2C+medical+imaging%2C+software&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=Pixyl+IA+neuroimagerie%2C+medical+imaging%2C+software&l=France,https://fr.indeed.com/jobs?q=Pixyl+IA+neuroimagerie%2C+medical+imaging%2C+software&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=Pixyl+IA+neuroimagerie%2C+medical+imaging%2C+software&aroundQuery=France,"IA neuroimagerie, medical imaging, software",verified_or_user_provided,Ajout explicite demandé / liste innovation médicale.,2026-05-29
yes,CARMAT,entreprise,France,https://www.carmat.fr/en/careers/,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=CARMAT+dispositif+m%C3%A9dical+implantable%2C+syst%C3%A8me%2C+V%26V%2C+qualit%C3%A9&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=CARMAT+dispositif+m%C3%A9dical+implantable%2C+syst%C3%A8me%2C+V%26V%2C+qualit%C3%A9&l=France,https://fr.indeed.com/jobs?q=CARMAT+dispositif+m%C3%A9dical+implantable%2C+syst%C3%A8me%2C+V%26V%2C+qualit%C3%A9&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=CARMAT+dispositif+m%C3%A9dical+implantable%2C+syst%C3%A8me%2C+V%26V%2C+qualit%C3%A9&aroundQuery=France,"dispositif médical implantable, système, V&V, qualité, source entreprises.csv, Dispositifs médicaux, ville VELIZY VILLACOUBLAY, ingénieur R&D, dispositif médical, innovation médicale",verified_or_user_provided,Ajout explicite demandé / liste innovation médicale. + aussi présent dans entreprises.csv,2026-05-29
yes,SpineGuard,entreprise,France,https://www.spineguard.com/careers/,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=SpineGuard+chirurgie+rachis%2C+dispositif+m%C3%A9dical%2C+R%26D%2C+biom%C3%A9canique&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=SpineGuard+chirurgie+rachis%2C+dispositif+m%C3%A9dical%2C+R%26D%2C+biom%C3%A9canique&l=France,https://fr.indeed.com/jobs?q=SpineGuard+chirurgie+rachis%2C+dispositif+m%C3%A9dical%2C+R%26D%2C+biom%C3%A9canique&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=SpineGuard+chirurgie+rachis%2C+dispositif+m%C3%A9dical%2C+R%26D%2C+biom%C3%A9canique&aroundQuery=France,"chirurgie rachis, dispositif médical, R&D, biomécanique",verified_or_user_provided,Ajout explicite demandé / liste innovation médicale.,2026-05-29
yes,Balt,entreprise,France,https://baltgroup.com/careers/,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=Balt+neurovasculaire%2C+dispositif+m%C3%A9dical%2C+R%26D%2C+qualit%C3%A9&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=Balt+neurovasculaire%2C+dispositif+m%C3%A9dical%2C+R%26D%2C+qualit%C3%A9&l=France,https://fr.indeed.com/jobs?q=Balt+neurovasculaire%2C+dispositif+m%C3%A9dical%2C+R%26D%2C+qualit%C3%A9&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=Balt+neurovasculaire%2C+dispositif+m%C3%A9dical%2C+R%26D%2C+qualit%C3%A9&aroundQuery=France,"neurovasculaire, dispositif médical, R&D, qualité, source entreprises.csv, Dispositifs médicaux, ville Montmorency, ingénieur R&D, innovation médicale",verified_or_user_provided,Ajout explicite demandé / liste innovation médicale. + aussi présent dans entreprises.csv,2026-05-29
yes,Sophysa,entreprise,France,https://www.sophysa.com/careers/,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=Sophysa+neurochirurgie%2C+dispositifs+implantables%2C+R%26D%2C+validation&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=Sophysa+neurochirurgie%2C+dispositifs+implantables%2C+R%26D%2C+validation&l=France,https://fr.indeed.com/jobs?q=Sophysa+neurochirurgie%2C+dispositifs+implantables%2C+R%26D%2C+validation&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=Sophysa+neurochirurgie%2C+dispositifs+implantables%2C+R%26D%2C+validation&aroundQuery=France,"neurochirurgie, dispositifs implantables, R&D, validation, source entreprises.csv, Dispositifs médicaux, ville ORSAY, ingénieur R&D, dispositif médical, innovation médicale",verified_or_user_provided,Ajout explicite demandé / liste innovation médicale. + aussi présent dans entreprises.csv + aussi présent dans entreprises.csv,2026-05-29
yes,Withings Health Solutions,entreprise,France,https://www.withings.com/fr/en/careers,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=Withings+Health+Solutions+sant%C3%A9+connect%C3%A9e%2C+dispositifs+m%C3%A9dicaux%2C+software%2C+data&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=Withings+Health+Solutions+sant%C3%A9+connect%C3%A9e%2C+dispositifs+m%C3%A9dicaux%2C+software%2C+data&l=France,https://fr.indeed.com/jobs?q=Withings+Health+Solutions+sant%C3%A9+connect%C3%A9e%2C+dispositifs+m%C3%A9dicaux%2C+software%2C+data&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=Withings+Health+Solutions+sant%C3%A9+connect%C3%A9e%2C+dispositifs+m%C3%A9dicaux%2C+software%2C+data&aroundQuery=France,"santé connectée, dispositifs médicaux, software, data",verified_or_user_provided,Ajout explicite demandé / liste innovation médicale.,2026-05-29
yes,Doctolib Engineering,entreprise,France,https://careers.doctolib.com/,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=Doctolib+Engineering+logiciel+sant%C3%A9%2C+data%2C+product+engineering%2C+health+tech&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=Doctolib+Engineering+logiciel+sant%C3%A9%2C+data%2C+product+engineering%2C+health+tech&l=France,https://fr.indeed.com/jobs?q=Doctolib+Engineering+logiciel+sant%C3%A9%2C+data%2C+product+engineering%2C+health+tech&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=Doctolib+Engineering+logiciel+sant%C3%A9%2C+data%2C+product+engineering%2C+health+tech&aroundQuery=France,"logiciel santé, data, product engineering, health tech",verified_or_user_provided,Ajout explicite demandé / liste innovation médicale.,2026-05-29
yes,AI Medical AG,entreprise,Suisse OR Switzerland,https://www.ai-medical.ch/careers,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=AI+Medical+AG+IA+m%C3%A9dicale%2C+computer+vision%2C+imagerie+c%C3%A9r%C3%A9brale%2C+deep+learning&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=AI+Medical+AG+IA+m%C3%A9dicale%2C+computer+vision%2C+imagerie+c%C3%A9r%C3%A9brale%2C+deep+learning&l=France,https://fr.indeed.com/jobs?q=AI+Medical+AG+IA+m%C3%A9dicale%2C+computer+vision%2C+imagerie+c%C3%A9r%C3%A9brale%2C+deep+learning&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=AI+Medical+AG+IA+m%C3%A9dicale%2C+computer+vision%2C+imagerie+c%C3%A9r%C3%A9brale%2C+deep+learning&aroundQuery=France,"IA médicale, computer vision, imagerie cérébrale, deep learning",verified_or_user_provided,Ajout explicite demandé / liste innovation médicale.,2026-05-29
yes,SOPHiA GENETICS,entreprise,France OR Suisse OR Switzerland,https://careers.sophiagenetics.com/,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=SOPHiA+GENETICS+IA+g%C3%A9nomique%2C+diagnostic%2C+data+science%2C+software%2C+bioinformatique&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=SOPHiA+GENETICS+IA+g%C3%A9nomique%2C+diagnostic%2C+data+science%2C+software%2C+bioinformatique&l=France,https://fr.indeed.com/jobs?q=SOPHiA+GENETICS+IA+g%C3%A9nomique%2C+diagnostic%2C+data+science%2C+software%2C+bioinformatique&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=SOPHiA+GENETICS+IA+g%C3%A9nomique%2C+diagnostic%2C+data+science%2C+software%2C+bioinformatique&aroundQuery=France,"IA génomique, diagnostic, data science, software, bioinformatique",verified_or_user_provided,Ajout explicite demandé / liste innovation médicale.,2026-05-29
yes,Medacta International,entreprise,Suisse OR Switzerland,https://www.medacta.com/EN/careers,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=Medacta+International+orthop%C3%A9die%2C+robotique%2C+R%26D+software+C%2B%2B%2C+medical+device&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=Medacta+International+orthop%C3%A9die%2C+robotique%2C+R%26D+software+C%2B%2B%2C+medical+device&l=France,https://fr.indeed.com/jobs?q=Medacta+International+orthop%C3%A9die%2C+robotique%2C+R%26D+software+C%2B%2B%2C+medical+device&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=Medacta+International+orthop%C3%A9die%2C+robotique%2C+R%26D+software+C%2B%2B%2C+medical+device&aroundQuery=France,"orthopédie, robotique, R&D software C++, medical device, source entreprises.csv, Dispositifs médicaux, ville NANTERRE, ingénieur R&D, dispositif médical, innovation médicale, ville VILLENEUVE LA GARENNE",verified_or_user_provided,Ajout explicite demandé / liste innovation médicale. + aussi présent dans entreprises.csv + aussi présent dans entreprises.csv,2026-05-29
yes,CSEM,labo,Suisse OR Switzerland,https://www.csem.ch/en/jobs/,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=CSEM+R%26D%2C+biosensing%2C+instrumentation%2C+AI%2C+medical+devices&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=CSEM+R%26D%2C+biosensing%2C+instrumentation%2C+AI%2C+medical+devices&l=France,https://fr.indeed.com/jobs?q=CSEM+R%26D%2C+biosensing%2C+instrumentation%2C+AI%2C+medical+devices&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=CSEM+R%26D%2C+biosensing%2C+instrumentation%2C+AI%2C+medical+devices&aroundQuery=France,"R&D, biosensing, instrumentation, AI, medical devices",verified_or_user_provided,Ajout explicite demandé / liste innovation médicale.,2026-05-29
yes,Roche Diagnostics,entreprise,Suisse OR Switzerland,https://careers.roche.com/global/en/switzerland,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=Roche+Diagnostics+diagnostic%2C+IA%2C+data%2C+software%2C+medical+devices&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=Roche+Diagnostics+diagnostic%2C+IA%2C+data%2C+software%2C+medical+devices&l=France,https://fr.indeed.com/jobs?q=Roche+Diagnostics+diagnostic%2C+IA%2C+data%2C+software%2C+medical+devices&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=Roche+Diagnostics+diagnostic%2C+IA%2C+data%2C+software%2C+medical+devices&aroundQuery=France,"diagnostic, IA, data, software, medical devices",verified_or_user_provided,Ajout explicite demandé / liste innovation médicale.,2026-05-29
yes,Ypsomed,entreprise,Suisse OR Switzerland,https://www.ypsomed.com/en/careers/jobs-at-ypsomed,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=Ypsomed+medical+device%2C+systems+engineer%2C+product+engineer%2C+quality&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=Ypsomed+medical+device%2C+systems+engineer%2C+product+engineer%2C+quality&l=France,https://fr.indeed.com/jobs?q=Ypsomed+medical+device%2C+systems+engineer%2C+product+engineer%2C+quality&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=Ypsomed+medical+device%2C+systems+engineer%2C+product+engineer%2C+quality&aroundQuery=France,"medical device, systems engineer, product engineer, quality, source entreprises.csv, Dispositifs médicaux, ville PARIS 9, ingénieur R&D, dispositif médical, innovation médicale, ville PARIS, ville Paris",verified_or_user_provided,Ajout explicite demandé / liste innovation médicale. + aussi présent dans entreprises.csv + aussi présent dans entreprises.csv + aussi présent dans entreprises.csv,2026-05-29
yes,Straumann Group,entreprise,Suisse OR Switzerland,https://careers.straumann.com/,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=Straumann+Group+dispositifs+m%C3%A9dicaux+dentaires%2C+CAD%2FCAM%2C+R%26D%2C+product+engineer&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=Straumann+Group+dispositifs+m%C3%A9dicaux+dentaires%2C+CAD%2FCAM%2C+R%26D%2C+product+engineer&l=France,https://fr.indeed.com/jobs?q=Straumann+Group+dispositifs+m%C3%A9dicaux+dentaires%2C+CAD%2FCAM%2C+R%26D%2C+product+engineer&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=Straumann+Group+dispositifs+m%C3%A9dicaux+dentaires%2C+CAD%2FCAM%2C+R%26D%2C+product+engineer&aroundQuery=France,"dispositifs médicaux dentaires, CAD/CAM, R&D, product engineer, source entreprises.csv, Dispositifs médicaux, ville MARNE LA VALLEE CEDEX 4, ingénieur R&D, dispositif médical, innovation médicale",verified_or_user_provided,Ajout explicite demandé / liste innovation médicale. + aussi présent dans entreprises.csv,2026-05-29
yes,MindMaze Therapeutics,entreprise,Suisse OR Switzerland,https://mindmazetherapeutics.com/,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=MindMaze+Therapeutics+neurotech%2C+digital+therapeutics%2C+software%2C+data&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=MindMaze+Therapeutics+neurotech%2C+digital+therapeutics%2C+software%2C+data&l=France,https://fr.indeed.com/jobs?q=MindMaze+Therapeutics+neurotech%2C+digital+therapeutics%2C+software%2C+data&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=MindMaze+Therapeutics+neurotech%2C+digital+therapeutics%2C+software%2C+data&aroundQuery=France,"neurotech, digital therapeutics, software, data",verified_or_user_provided,Ajout explicite demandé / liste innovation médicale.,2026-05-29
yes,Spineart,entreprise,Suisse OR Switzerland,https://www.spineart.com/en/careers/,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=Spineart+orthop%C3%A9die%2C+spine%2C+validation%2C+R%26D+medical+device&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=Spineart+orthop%C3%A9die%2C+spine%2C+validation%2C+R%26D+medical+device&l=France,https://fr.indeed.com/jobs?q=Spineart+orthop%C3%A9die%2C+spine%2C+validation%2C+R%26D+medical+device&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=Spineart+orthop%C3%A9die%2C+spine%2C+validation%2C+R%26D+medical+device&aroundQuery=France,"orthopédie, spine, validation, R&D medical device",verified_or_user_provided,Ajout explicite demandé / liste innovation médicale.,2026-05-29
yes,Balgrist University Hospital,labo,Suisse OR Switzerland,https://www.balgrist.ch/en/jobs-karriere/,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=Balgrist+University+Hospital+h%C3%B4pital+universitaire%2C+imagerie%2C+SaMD%2C+research+engineer&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=Balgrist+University+Hospital+h%C3%B4pital+universitaire%2C+imagerie%2C+SaMD%2C+research+engineer&l=France,https://fr.indeed.com/jobs?q=Balgrist+University+Hospital+h%C3%B4pital+universitaire%2C+imagerie%2C+SaMD%2C+research+engineer&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=Balgrist+University+Hospital+h%C3%B4pital+universitaire%2C+imagerie%2C+SaMD%2C+research+engineer&aroundQuery=France,"hôpital universitaire, imagerie, SaMD, research engineer",verified_or_user_provided,Ajout explicite demandé / liste innovation médicale.,2026-05-29
yes,ETH Zurich,labo,Suisse OR Switzerland,https://jobs.ethz.ch/,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=ETH+Zurich+IA+m%C3%A9dicale%2C+imagerie+m%C3%A9dicale%2C+PhD%2C+research+engineer&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=ETH+Zurich+IA+m%C3%A9dicale%2C+imagerie+m%C3%A9dicale%2C+PhD%2C+research+engineer&l=France,https://fr.indeed.com/jobs?q=ETH+Zurich+IA+m%C3%A9dicale%2C+imagerie+m%C3%A9dicale%2C+PhD%2C+research+engineer&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=ETH+Zurich+IA+m%C3%A9dicale%2C+imagerie+m%C3%A9dicale%2C+PhD%2C+research+engineer&aroundQuery=France,"IA médicale, imagerie médicale, PhD, research engineer",verified_or_user_provided,Ajout explicite demandé / liste innovation médicale.,2026-05-29
