enabled,name,type,location_hint,direct_url,direct_url_2,direct_url_3,linkedin_jobs_url,hellowork_jobs_url,indeed_jobs_url,extra_keywords,url_status,url_note,checked_on
yes,Wyss Institute,labo,France OR Suisse OR Switzerland,https://wyss.harvard.edu/careers/,,,https://www.linkedin.com/jobs/search/?keywords=Wyss+Institute+engineer+biomedical+medical+imaging&location=France+Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=Wyss+Institute+ing%C3%A9nieur+biomedical+imagerie+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=Wyss+Institute+ing%C3%A9nieur+biomedical+imagerie+m%C3%A9dicale&l=France+Suisse,,verified_official,Official Wyss Institute careers page.,2026-05-29
yes,ARTORG,labo,France OR Suisse OR Switzerland,https://www.artorg.unibe.ch/about_us/jobs/index_eng.html,,,https://www.linkedin.com/jobs/search/?keywords=ARTORG+engineer+biomedical+medical+imaging&location=France+Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=ARTORG+ing%C3%A9nieur+biomedical+imagerie+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=ARTORG+ing%C3%A9nieur+biomedical+imagerie+m%C3%A9dicale&l=France+Suisse,,verified_official,Official ARTORG jobs page.,2026-05-29
"yes,Physique pour la médecine,entreprise,France OR Paris OR Europe OR Suisse OR Switzerland OR remote,https://www.physicsformedicine.espci.fr/,""""""Physics for Medicine"""" ESPCI CNRS Inserm"",official_labo_page_no_jobs,Official institute page; no dedicated jobs page found.",2026-05-27,entreprise,France OR Suisse OR Switzerland,,,,https://www.linkedin.com/jobs/search/?keywords=2026-05-27+engineer+biomedical+medical+imaging&location=France+Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=2026-05-27+ing%C3%A9nieur+biomedical+imagerie+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=2026-05-27+ing%C3%A9nieur+biomedical+imagerie+m%C3%A9dicale&l=France+Suisse,,,,2026-05-29
yes,Institut du Cerveau,labo,France OR Suisse OR Switzerland,https://offres.institutducerveau-icm.org/,,,https://www.linkedin.com/jobs/search/?keywords=Institut+du+Cerveau+engineer+biomedical+medical+imaging&location=France+Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=Institut+du+Cerveau+ing%C3%A9nieur+biomedical+imagerie+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=Institut+du+Cerveau+ing%C3%A9nieur+biomedical+imagerie+m%C3%A9dicale&l=France+Suisse,,verified_official,Official Institut du Cerveau offers portal.,2026-05-29
yes,Lunaphore,entreprise,France OR Suisse OR Switzerland,https://biotechne.wd5.myworkdayjobs.com/Biotechne,,,https://www.linkedin.com/jobs/search/?keywords=Lunaphore+engineer+biomedical+medical+imaging&location=France+Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=Lunaphore+ing%C3%A9nieur+biomedical+imagerie+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=Lunaphore+ing%C3%A9nieur+biomedical+imagerie+m%C3%A9dicale&l=France+Suisse,PhD OR ingénieur R&D OR medical imaging OR biomedical OR Python OR MATLAB,verified_or_user_provided,Bio-Techne Workday pour Lunaphore.,2026-05-29
yes,CNRS,labo,France OR Suisse OR Switzerland,https://emploi.cnrs.fr/Offres/Recherche.aspx,,,https://www.linkedin.com/jobs/search/?keywords=CNRS+engineer+biomedical+medical+imaging&location=France+Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=CNRS+ing%C3%A9nieur+biomedical+imagerie+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=CNRS+ing%C3%A9nieur+biomedical+imagerie+m%C3%A9dicale&l=France+Suisse,PhD OR ingénieur R&D OR medical imaging OR biomedical OR Python OR MATLAB,verified_or_user_provided,Recherche offres CNRS.,2026-05-29
yes,Inserm,labo,France OR Suisse OR Switzerland,https://pro.inserm.fr/rubriques/nous-rejoindre/offres-demploi,,,https://www.linkedin.com/jobs/search/?keywords=Inserm+engineer+biomedical+medical+imaging&location=France+Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=Inserm+ing%C3%A9nieur+biomedical+imagerie+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=Inserm+ing%C3%A9nieur+biomedical+imagerie+m%C3%A9dicale&l=France+Suisse,,verified_official,Official Inserm job offers page.,2026-05-29
yes,Institut Pasteur,labo,France OR Suisse OR Switzerland,https://emploi.pasteur.fr/offre-de-emploi/liste-offres.aspx,,,https://www.linkedin.com/jobs/search/?keywords=Institut+Pasteur+engineer+biomedical+medical+imaging&location=France+Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=Institut+Pasteur+ing%C3%A9nieur+biomedical+imagerie+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=Institut+Pasteur+ing%C3%A9nieur+biomedical+imagerie+m%C3%A9dicale&l=France+Suisse,,verified_official,Official Institut Pasteur job offers.,2026-05-29
yes,Institut Curie,labo,France OR Suisse OR Switzerland,https://curie.fr/offres-emploi,,,https://www.linkedin.com/jobs/search/?keywords=Institut+Curie+engineer+biomedical+medical+imaging&location=France+Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=Institut+Curie+ing%C3%A9nieur+biomedical+imagerie+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=Institut+Curie+ing%C3%A9nieur+biomedical+imagerie+m%C3%A9dicale&l=France+Suisse,,verified_official,Official Institut Curie job offers.,2026-05-29
yes,Iconeus,entreprise,France OR Suisse OR Switzerland,https://iconeus.com/about-us/careers/,,,https://www.linkedin.com/jobs/search/?keywords=Iconeus+engineer+biomedical+medical+imaging&location=France+Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=Iconeus+ing%C3%A9nieur+biomedical+imagerie+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=Iconeus+ing%C3%A9nieur+biomedical+imagerie+m%C3%A9dicale&l=France+Suisse,,verified_official,Official Iconeus careers page.,2026-05-29
yes,UPEC,labo,France OR Suisse OR Switzerland,https://u-pec.nous-recrutons.fr/,,,https://www.linkedin.com/jobs/search/?keywords=UPEC+engineer+biomedical+medical+imaging&location=France+Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=UPEC+ing%C3%A9nieur+biomedical+imagerie+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=UPEC+ing%C3%A9nieur+biomedical+imagerie+m%C3%A9dicale&l=France+Suisse,PhD OR ingénieur R&D OR medical imaging OR biomedical OR Python OR MATLAB,verified_or_user_provided,Portail recrutement UPEC.,2026-05-29
yes,Abbot,entreprise,France OR Suisse OR Switzerland,https://www.jobs.abbott/us/en/c/research-development-jobs,,,https://www.linkedin.com/jobs/search/?keywords=Abbot+engineer+biomedical+medical+imaging&location=France+Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=Abbot+ing%C3%A9nieur+biomedical+imagerie+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=Abbot+ing%C3%A9nieur+biomedical+imagerie+m%C3%A9dicale&l=France+Suisse,PhD OR ingénieur R&D OR medical imaging OR biomedical OR Python OR MATLAB,verified_or_user_provided,Portail Abbott R&D jobs.,2026-05-29
yes,Hamilton,entreprise,France OR Suisse OR Switzerland,https://jobs.hamilton.ch/en/open-positions/,,,https://www.linkedin.com/jobs/search/?keywords=Hamilton+engineer+biomedical+medical+imaging&location=France+Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=Hamilton+ing%C3%A9nieur+biomedical+imagerie+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=Hamilton+ing%C3%A9nieur+biomedical+imagerie+m%C3%A9dicale&l=France+Suisse,PhD OR ingénieur R&D OR medical imaging OR biomedical OR Python OR MATLAB,verified_or_user_provided,Hamilton open positions.,2026-05-29
yes,MSD,entreprise,France OR Suisse OR Switzerland,https://jobs.msd.com/fr/fr/search-results,,,https://www.linkedin.com/jobs/search/?keywords=MSD+engineer+biomedical+medical+imaging&location=France+Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=MSD+ing%C3%A9nieur+biomedical+imagerie+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=MSD+ing%C3%A9nieur+biomedical+imagerie+m%C3%A9dicale&l=France+Suisse,PhD OR ingénieur R&D OR medical imaging OR biomedical OR Python OR MATLAB,verified_or_user_provided,MSD search results.,2026-05-29
yes,Siemens,entreprise,France OR Suisse OR Switzerland,https://careers.siemens-healthineers.com/global/en/c/manufacturing-jobs,https://careers.siemens-healthineers.com/global/en/c/clinical-jobs,,https://www.linkedin.com/jobs/search/?keywords=Siemens+engineer+biomedical+medical+imaging&location=France+Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=Siemens+ing%C3%A9nieur+biomedical+imagerie+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=Siemens+ing%C3%A9nieur+biomedical+imagerie+m%C3%A9dicale&l=France+Suisse,PhD OR ingénieur R&D OR medical imaging OR biomedical OR Python OR MATLAB,verified_or_user_provided,Siemens Healthineers manufacturing + clinical jobs.,2026-05-29
yes,Inria,labo,France OR Suisse OR Switzerland,https://jobs.inria.fr/public/classic/en/offres,https://jobs.inria.fr/public/classic/en/offres?filtre=doctorants,,https://www.linkedin.com/jobs/search/?keywords=Inria+engineer+biomedical+medical+imaging&location=France+Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=Inria+ing%C3%A9nieur+biomedical+imagerie+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=Inria+ing%C3%A9nieur+biomedical+imagerie+m%C3%A9dicale&l=France+Suisse,PhD OR ingénieur R&D OR medical imaging OR biomedical OR Python OR MATLAB,verified_official,Inria jobs + filtre doctorants.,2026-05-29
yes,CEA-LIST,labo,France OR Suisse OR Switzerland,https://list.cea.fr/en/cea-list-more-than-just-a-place-to-work/,https://www.emploi.cea.fr/offre-de-emploi/liste-offres.aspx,,https://www.linkedin.com/jobs/search/?keywords=CEA-LIST+engineer+biomedical+medical+imaging&location=France+Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=CEA-LIST+ing%C3%A9nieur+biomedical+imagerie+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=CEA-LIST+ing%C3%A9nieur+biomedical+imagerie+m%C3%A9dicale&l=France+Suisse,PhD OR ingénieur R&D OR medical imaging OR biomedical OR Python OR MATLAB,verified_official,CEA-LIST careers page + CEA offers.,2026-05-29
yes,CHUV,labo,France OR Suisse OR Switzerland,https://recrutement.chuv.ch/home.html,,,https://www.linkedin.com/jobs/search/?keywords=CHUV+engineer+biomedical+medical+imaging&location=France+Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=CHUV+ing%C3%A9nieur+biomedical+imagerie+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=CHUV+ing%C3%A9nieur+biomedical+imagerie+m%C3%A9dicale&l=France+Suisse,PhD OR ingénieur R&D OR medical imaging OR biomedical OR Python OR MATLAB,verified_official,CHUV recruitment portal.,2026-05-29
